qid,vid,query,pred_start,pred_end,conf,iou,category
5342,NUsG9BgSes0_360.0_510.0,An Asian woman wearing a Boston t-shirt is in her home talking.,52.0,78.0,0.9582,0.7692307692307693,fg
5342,NUsG9BgSes0_360.0_510.0,An Asian woman wearing a Boston t-shirt is in her home talking.,98.0,144.0,0.0003,0.8518518518518519,bg
5342,NUsG9BgSes0_360.0_510.0,An Asian woman wearing a Boston t-shirt is in her home talking.,70.0,78.0,0.0001,0.2727272727272727,bg
5342,NUsG9BgSes0_360.0_510.0,An Asian woman wearing a Boston t-shirt is in her home talking.,52.0,66.0,0.0,0.4166666666666667,bg
5342,NUsG9BgSes0_360.0_510.0,An Asian woman wearing a Boston t-shirt is in her home talking.,76.0,90.0,0.0,0.0,bg
5342,NUsG9BgSes0_360.0_510.0,An Asian woman wearing a Boston t-shirt is in her home talking.,14.0,36.0,0.0,0.0,bg
5342,NUsG9BgSes0_360.0_510.0,An Asian woman wearing a Boston t-shirt is in her home talking.,64.0,96.0,0.0,0.3,bg
5342,NUsG9BgSes0_360.0_510.0,An Asian woman wearing a Boston t-shirt is in her home talking.,106.0,144.0,0.0,0.7037037037037037,bg
5342,NUsG9BgSes0_360.0_510.0,An Asian woman wearing a Boston t-shirt is in her home talking.,30.0,54.0,0.0,0.0,bg
8636,NUsG9BgSes0_660.0_810.0,Woman holds up a green bottle.,28.0,48.0,0.9175,0.375,fg
8636,NUsG9BgSes0_660.0_810.0,Woman holds up a green bottle.,28.0,46.0,0.8599,0.3125,fg
8636,NUsG9BgSes0_660.0_810.0,Woman holds up a green bottle.,50.0,138.0,0.0441,0.09803921568627451,bg
8636,NUsG9BgSes0_660.0_810.0,Woman holds up a green bottle.,26.0,34.0,0.0003,0.0,bg
8636,NUsG9BgSes0_660.0_810.0,Woman holds up a green bottle.,120.0,132.0,0.0002,0.0,bg
8636,NUsG9BgSes0_660.0_810.0,Woman holds up a green bottle.,106.0,118.0,0.0002,0.0,bg
8636,NUsG9BgSes0_660.0_810.0,Woman holds up a green bottle.,80.0,94.0,0.0001,0.0,bg
8636,NUsG9BgSes0_660.0_810.0,Woman holds up a green bottle.,10.0,22.0,0.0001,0.0,bg
8636,NUsG9BgSes0_660.0_810.0,Woman holds up a green bottle.,118.0,132.0,0.0,0.0,bg
8636,NUsG9BgSes0_660.0_810.0,Woman holds up a green bottle.,78.0,96.0,0.0,0.0,bg
8749,NUsG9BgSes0_510.0_660.0,Woman opens a cup of noodles and puts in water.,78.0,96.0,0.9961,0.7777777777777778,fg
8749,NUsG9BgSes0_510.0_660.0,Woman opens a cup of noodles and puts in water.,92.0,114.0,0.3057,0.0,bg
8749,NUsG9BgSes0_510.0_660.0,Woman opens a cup of noodles and puts in water.,70.0,76.0,0.0008,0.0,bg
8749,NUsG9BgSes0_510.0_660.0,Woman opens a cup of noodles and puts in water.,14.0,24.0,0.0,0.0,bg
8749,NUsG9BgSes0_510.0_660.0,Woman opens a cup of noodles and puts in water.,88.0,98.0,0.0,0.2,bg
8749,NUsG9BgSes0_510.0_660.0,Woman opens a cup of noodles and puts in water.,110.0,120.0,0.0,0.0,bg
8749,NUsG9BgSes0_510.0_660.0,Woman opens a cup of noodles and puts in water.,20.0,32.0,0.0,0.0,bg
8749,NUsG9BgSes0_510.0_660.0,Woman opens a cup of noodles and puts in water.,36.0,44.0,0.0,0.0,bg
8749,NUsG9BgSes0_510.0_660.0,Woman opens a cup of noodles and puts in water.,122.0,134.0,0.0,0.0,bg
8749,NUsG9BgSes0_510.0_660.0,Woman opens a cup of noodles and puts in water.,82.0,100.0,0.0,0.45454545454545453,bg
2638,bP5KfdFJzC4_60.0_210.0,Woman in plaid shirt sits still by a red couch.,0.0,150.0,1.0,0.49333333333333335,fg
2638,bP5KfdFJzC4_60.0_210.0,Woman in plaid shirt sits still by a red couch.,78.0,86.0,0.0,0.12121212121212122,bg
2638,bP5KfdFJzC4_60.0_210.0,Woman in plaid shirt sits still by a red couch.,48.0,54.0,0.0,0.08108108108108109,bg
2638,bP5KfdFJzC4_60.0_210.0,Woman in plaid shirt sits still by a red couch.,8.0,20.0,0.0,0.16216216216216217,bg
2638,bP5KfdFJzC4_60.0_210.0,Woman in plaid shirt sits still by a red couch.,52.0,100.0,0.0,0.26666666666666666,bg
2638,bP5KfdFJzC4_60.0_210.0,Woman in plaid shirt sits still by a red couch.,26.0,44.0,0.0,0.24324324324324326,bg
2638,bP5KfdFJzC4_60.0_210.0,Woman in plaid shirt sits still by a red couch.,88.0,94.0,0.0,0.09090909090909091,bg
2638,bP5KfdFJzC4_60.0_210.0,Woman in plaid shirt sits still by a red couch.,68.0,80.0,0.0,0.075,bg
2638,bP5KfdFJzC4_60.0_210.0,Woman in plaid shirt sits still by a red couch.,66.0,80.0,0.0,0.1,bg
2638,bP5KfdFJzC4_60.0_210.0,Woman in plaid shirt sits still by a red couch.,54.0,64.0,0.0,0.13513513513513514,bg
5979,bP5KfdFJzC4_210.0_360.0,A video showing how to prepare a dish with beans,0.0,150.0,0.9969,0.6133333333333333,fg
5979,bP5KfdFJzC4_210.0_360.0,A video showing how to prepare a dish with beans,76.0,150.0,0.0122,0.5660377358490566,bg
5979,bP5KfdFJzC4_210.0_360.0,A video showing how to prepare a dish with beans,28.0,44.0,0.0003,0.0,bg
5979,bP5KfdFJzC4_210.0_360.0,A video showing how to prepare a dish with beans,58.0,74.0,0.0001,0.17391304347826086,bg
5979,bP5KfdFJzC4_210.0_360.0,A video showing how to prepare a dish with beans,134.0,150.0,0.0,0.018867924528301886,bg
5979,bP5KfdFJzC4_210.0_360.0,A video showing how to prepare a dish with beans,122.0,146.0,0.0,0.13725490196078433,bg
5979,bP5KfdFJzC4_210.0_360.0,A video showing how to prepare a dish with beans,32.0,44.0,0.0,0.0,bg
5979,bP5KfdFJzC4_210.0_360.0,A video showing how to prepare a dish with beans,96.0,112.0,0.0,0.17391304347826086,bg
5979,bP5KfdFJzC4_210.0_360.0,A video showing how to prepare a dish with beans,70.0,98.0,0.0,0.30434782608695654,bg
5979,bP5KfdFJzC4_210.0_360.0,A video showing how to prepare a dish with beans,60.0,72.0,0.0,0.13043478260869565,bg
6223,bP5KfdFJzC4_360.0_510.0,A woman in plaid black and white is showing images to her kid on her laptop,40.0,94.0,0.9951,0.5510204081632653,fg
6223,bP5KfdFJzC4_360.0_510.0,A woman in plaid black and white is showing images to her kid on her laptop,78.0,104.0,0.9753,0.2653061224489796,fg
6223,bP5KfdFJzC4_360.0_510.0,A woman in plaid black and white is showing images to her kid on her laptop,102.0,110.0,0.0004,0.06,bg
6223,bP5KfdFJzC4_360.0_510.0,A woman in plaid black and white is showing images to her kid on her laptop,36.0,70.0,0.0003,0.3469387755102041,bg
6223,bP5KfdFJzC4_360.0_510.0,A woman in plaid black and white is showing images to her kid on her laptop,24.0,36.0,0.0001,0.12244897959183673,bg
6223,bP5KfdFJzC4_360.0_510.0,A woman in plaid black and white is showing images to her kid on her laptop,66.0,80.0,0.0,0.14285714285714285,bg
6223,bP5KfdFJzC4_360.0_510.0,A woman in plaid black and white is showing images to her kid on her laptop,50.0,90.0,0.0,0.40816326530612246,bg
6223,bP5KfdFJzC4_360.0_510.0,A woman in plaid black and white is showing images to her kid on her laptop,14.0,30.0,0.0,0.16326530612244897,bg
6223,bP5KfdFJzC4_360.0_510.0,A woman in plaid black and white is showing images to her kid on her laptop,100.0,122.0,0.0,0.07142857142857142,bg
6223,bP5KfdFJzC4_360.0_510.0,A woman in plaid black and white is showing images to her kid on her laptop,50.0,60.0,0.0,0.10204081632653061,bg
8737,bP5KfdFJzC4_660.0_810.0,A family is playing basketball together on a green court outside.,0.0,40.0,1.0,0.4,fg
8737,bP5KfdFJzC4_660.0_810.0,A family is playing basketball together on a green court outside.,60.0,66.0,0.0046,0.0,bg
8737,bP5KfdFJzC4_660.0_810.0,A family is playing basketball together on a green court outside.,44.0,50.0,0.0002,0.0,bg
8737,bP5KfdFJzC4_660.0_810.0,A family is playing basketball together on a green court outside.,58.0,64.0,0.0001,0.0,bg
8737,bP5KfdFJzC4_660.0_810.0,A family is playing basketball together on a green court outside.,38.0,44.0,0.0,0.0,bg
8737,bP5KfdFJzC4_660.0_810.0,A family is playing basketball together on a green court outside.,22.0,32.0,0.0,0.0,bg
8737,bP5KfdFJzC4_660.0_810.0,A family is playing basketball together on a green court outside.,84.0,92.0,0.0,0.0,bg
8737,bP5KfdFJzC4_660.0_810.0,A family is playing basketball together on a green court outside.,80.0,90.0,0.0,0.0,bg
8737,bP5KfdFJzC4_660.0_810.0,A family is playing basketball together on a green court outside.,18.0,50.0,0.0,0.0,bg
8737,bP5KfdFJzC4_660.0_810.0,A family is playing basketball together on a green court outside.,68.0,76.0,0.0,0.0,bg
8783,bP5KfdFJzC4_510.0_660.0,A kid in blue hoodie is sitting with a paper in front of him and then he starts to writing on the paper,104.0,142.0,1.0,0.2638888888888889,fg
8783,bP5KfdFJzC4_510.0_660.0,A kid in blue hoodie is sitting with a paper in front of him and then he starts to writing on the paper,10.0,36.0,0.0052,0.18055555555555555,bg
8783,bP5KfdFJzC4_510.0_660.0,A kid in blue hoodie is sitting with a paper in front of him and then he starts to writing on the paper,0.0,8.0,0.0003,0.05555555555555555,bg
8783,bP5KfdFJzC4_510.0_660.0,A kid in blue hoodie is sitting with a paper in front of him and then he starts to writing on the paper,88.0,112.0,0.0001,0.16666666666666666,bg
8783,bP5KfdFJzC4_510.0_660.0,A kid in blue hoodie is sitting with a paper in front of him and then he starts to writing on the paper,84.0,98.0,0.0001,0.09722222222222222,bg
8783,bP5KfdFJzC4_510.0_660.0,A kid in blue hoodie is sitting with a paper in front of him and then he starts to writing on the paper,20.0,80.0,0.0,0.4166666666666667,bg
8783,bP5KfdFJzC4_510.0_660.0,A kid in blue hoodie is sitting with a paper in front of him and then he starts to writing on the paper,130.0,146.0,0.0,0.0958904109589041,bg
8783,bP5KfdFJzC4_510.0_660.0,A kid in blue hoodie is sitting with a paper in front of him and then he starts to writing on the paper,20.0,32.0,0.0,0.08333333333333333,bg
8783,bP5KfdFJzC4_510.0_660.0,A kid in blue hoodie is sitting with a paper in front of him and then he starts to writing on the paper,58.0,82.0,0.0,0.16666666666666666,bg
8783,bP5KfdFJzC4_510.0_660.0,A kid in blue hoodie is sitting with a paper in front of him and then he starts to writing on the paper,10.0,38.0,0.0,0.19444444444444445,bg
781,nY42UppPhhg_60.0_210.0,Man talks to the camera while fiddling with his mask.,6.0,22.0,0.9998,0.875,fg
781,nY42UppPhhg_60.0_210.0,Man talks to the camera while fiddling with his mask.,8.0,16.0,0.0005,0.5714285714285714,bg
781,nY42UppPhhg_60.0_210.0,Man talks to the camera while fiddling with his mask.,76.0,86.0,0.0,0.0,bg
781,nY42UppPhhg_60.0_210.0,Man talks to the camera while fiddling with his mask.,30.0,40.0,0.0,0.0,bg
781,nY42UppPhhg_60.0_210.0,Man talks to the camera while fiddling with his mask.,48.0,60.0,0.0,0.0,bg
781,nY42UppPhhg_60.0_210.0,Man talks to the camera while fiddling with his mask.,100.0,110.0,0.0,0.0,bg
781,nY42UppPhhg_60.0_210.0,Man talks to the camera while fiddling with his mask.,118.0,132.0,0.0,0.0,bg
781,nY42UppPhhg_60.0_210.0,Man talks to the camera while fiddling with his mask.,122.0,134.0,0.0,0.0,bg
781,nY42UppPhhg_60.0_210.0,Man talks to the camera while fiddling with his mask.,70.0,82.0,0.0,0.0,bg
781,nY42UppPhhg_60.0_210.0,Man talks to the camera while fiddling with his mask.,68.0,90.0,0.0,0.0,bg
3359,nY42UppPhhg_210.0_360.0,Man wears a bandana around his face while out and about.,26.0,32.0,0.993,0.0,fg
3359,nY42UppPhhg_210.0_360.0,Man wears a bandana around his face while out and about.,52.0,70.0,0.9871,0.8181818181818182,fg
3359,nY42UppPhhg_210.0_360.0,Man wears a bandana around his face while out and about.,74.0,88.0,0.9806,0.2222222222222222,fg
3359,nY42UppPhhg_210.0_360.0,Man wears a bandana around his face while out and about.,6.0,12.0,0.9088,0.0,fg
3359,nY42UppPhhg_210.0_360.0,Man wears a bandana around his face while out and about.,36.0,42.0,0.5997,0.0,fg
3359,nY42UppPhhg_210.0_360.0,Man wears a bandana around his face while out and about.,90.0,96.0,0.57,0.16666666666666666,fg
3359,nY42UppPhhg_210.0_360.0,Man wears a bandana around his face while out and about.,80.0,88.0,0.0004,0.3333333333333333,bg
3359,nY42UppPhhg_210.0_360.0,Man wears a bandana around his face while out and about.,124.0,130.0,0.0,0.0,bg
3359,nY42UppPhhg_210.0_360.0,Man wears a bandana around his face while out and about.,132.0,142.0,0.0,0.0,bg
3359,nY42UppPhhg_210.0_360.0,Man wears a bandana around his face while out and about.,76.0,102.0,0.0,0.3076923076923077,bg
3503,nY42UppPhhg_360.0_510.0,A man talking from a beach,56.0,76.0,0.9963,0.5555555555555556,fg
3503,nY42UppPhhg_360.0_510.0,A man talking from a beach,74.0,90.0,0.9933,0.3684210526315789,fg
3503,nY42UppPhhg_360.0_510.0,A man talking from a beach,130.0,138.0,0.8368,0.0,fg
3503,nY42UppPhhg_360.0_510.0,A man talking from a beach,96.0,102.0,0.0116,0.3333333333333333,bg
3503,nY42UppPhhg_360.0_510.0,A man talking from a beach,144.0,150.0,0.0104,0.0,bg
3503,nY42UppPhhg_360.0_510.0,A man talking from a beach,44.0,50.0,0.0004,0.0,bg
3503,nY42UppPhhg_360.0_510.0,A man talking from a beach,82.0,90.0,0.0001,0.15789473684210525,bg
3503,nY42UppPhhg_360.0_510.0,A man talking from a beach,0.0,14.0,0.0,0.0,bg
3503,nY42UppPhhg_360.0_510.0,A man talking from a beach,10.0,28.0,0.0,0.0,bg
3503,nY42UppPhhg_360.0_510.0,A man talking from a beach,36.0,108.0,0.0,0.5,bg
4625,RoripwjYFp8_210.0_360.0,A woman wearing glasses eating something at a street market,34.0,62.0,0.9993,1.0,fg
4625,RoripwjYFp8_210.0_360.0,A woman wearing glasses eating something at a street market,0.0,12.0,0.9432,0.0,fg
4625,RoripwjYFp8_210.0_360.0,A woman wearing glasses eating something at a street market,18.0,32.0,0.1838,0.0,bg
4625,RoripwjYFp8_210.0_360.0,A woman wearing glasses eating something at a street market,76.0,82.0,0.0129,0.0,bg
4625,RoripwjYFp8_210.0_360.0,A woman wearing glasses eating something at a street market,88.0,96.0,0.0075,0.0,bg
4625,RoripwjYFp8_210.0_360.0,A woman wearing glasses eating something at a street market,26.0,34.0,0.0002,0.0,bg
4625,RoripwjYFp8_210.0_360.0,A woman wearing glasses eating something at a street market,80.0,90.0,0.0001,0.0,bg
4625,RoripwjYFp8_210.0_360.0,A woman wearing glasses eating something at a street market,0.0,84.0,0.0,0.3333333333333333,bg
4625,RoripwjYFp8_210.0_360.0,A woman wearing glasses eating something at a street market,100.0,110.0,0.0,0.0,bg
4625,RoripwjYFp8_210.0_360.0,A woman wearing glasses eating something at a street market,116.0,136.0,0.0,0.0,bg
7803,RoripwjYFp8_360.0_510.0,Man in gray top walks from outside to inside.,22.0,58.0,0.9999,0.5555555555555556,fg
7803,RoripwjYFp8_360.0_510.0,Man in gray top walks from outside to inside.,12.0,16.0,0.6558,0.0,fg
7803,RoripwjYFp8_360.0_510.0,Man in gray top walks from outside to inside.,24.0,30.0,0.0003,0.18181818181818182,bg
7803,RoripwjYFp8_360.0_510.0,Man in gray top walks from outside to inside.,78.0,86.0,0.0002,0.0,bg
7803,RoripwjYFp8_360.0_510.0,Man in gray top walks from outside to inside.,38.0,56.0,0.0,0.26666666666666666,bg
7803,RoripwjYFp8_360.0_510.0,Man in gray top walks from outside to inside.,40.0,90.0,0.0,0.09375,bg
7803,RoripwjYFp8_360.0_510.0,Man in gray top walks from outside to inside.,98.0,110.0,0.0,0.0,bg
7803,RoripwjYFp8_360.0_510.0,Man in gray top walks from outside to inside.,60.0,68.0,0.0,0.0,bg
7803,RoripwjYFp8_360.0_510.0,Man in gray top walks from outside to inside.,94.0,106.0,0.0,0.0,bg
7803,RoripwjYFp8_360.0_510.0,Man in gray top walks from outside to inside.,82.0,92.0,0.0,0.0,bg
8056,RoripwjYFp8_60.0_210.0,Chef makes pizza and cuts it up.,108.0,122.0,0.8017,0.875,fg
8056,RoripwjYFp8_60.0_210.0,Chef makes pizza and cuts it up.,114.0,126.0,0.0563,0.4,bg
8056,RoripwjYFp8_60.0_210.0,Chef makes pizza and cuts it up.,52.0,72.0,0.0156,0.0,bg
8056,RoripwjYFp8_60.0_210.0,Chef makes pizza and cuts it up.,38.0,56.0,0.0002,0.0,bg
8056,RoripwjYFp8_60.0_210.0,Chef makes pizza and cuts it up.,6.0,18.0,0.0001,0.0,bg
8056,RoripwjYFp8_60.0_210.0,Chef makes pizza and cuts it up.,132.0,142.0,0.0,0.0,bg
8056,RoripwjYFp8_60.0_210.0,Chef makes pizza and cuts it up.,42.0,54.0,0.0,0.0,bg
8056,RoripwjYFp8_60.0_210.0,Chef makes pizza and cuts it up.,86.0,96.0,0.0,0.0,bg
8056,RoripwjYFp8_60.0_210.0,Chef makes pizza and cuts it up.,72.0,82.0,0.0,0.0,bg
8056,RoripwjYFp8_60.0_210.0,Chef makes pizza and cuts it up.,72.0,94.0,0.0,0.0,bg
2321,r7A-cfBq2Xw_210.0_360.0,A girl opening post office mails in a car,26.0,128.0,0.9966,0.49019607843137253,fg
2321,r7A-cfBq2Xw_210.0_360.0,A girl opening post office mails in a car,124.0,150.0,0.9611,0.0,fg
2321,r7A-cfBq2Xw_210.0_360.0,A girl opening post office mails in a car,54.0,90.0,0.9606,0.72,fg
2321,r7A-cfBq2Xw_210.0_360.0,A girl opening post office mails in a car,70.0,128.0,0.0,0.22727272727272727,bg
2321,r7A-cfBq2Xw_210.0_360.0,A girl opening post office mails in a car,94.0,108.0,0.0,0.0,bg
2321,r7A-cfBq2Xw_210.0_360.0,A girl opening post office mails in a car,138.0,150.0,0.0,0.0,bg
2321,r7A-cfBq2Xw_210.0_360.0,A girl opening post office mails in a car,6.0,20.0,0.0,0.0,bg
2321,r7A-cfBq2Xw_210.0_360.0,A girl opening post office mails in a car,20.0,40.0,0.0,0.0,bg
2321,r7A-cfBq2Xw_210.0_360.0,A girl opening post office mails in a car,52.0,62.0,0.0,0.2,bg
2321,r7A-cfBq2Xw_210.0_360.0,A girl opening post office mails in a car,42.0,64.0,0.0,0.44,bg
2343,r7A-cfBq2Xw_360.0_510.0,Blonde girl talks in her car parked in a lot.,0.0,44.0,0.9998,0.9565217391304348,fg
2343,r7A-cfBq2Xw_360.0_510.0,Blonde girl talks in her car parked in a lot.,48.0,56.0,0.8141,0.0,fg
2343,r7A-cfBq2Xw_360.0_510.0,Blonde girl talks in her car parked in a lot.,22.0,30.0,0.0005,0.17391304347826086,bg
2343,r7A-cfBq2Xw_360.0_510.0,Blonde girl talks in her car parked in a lot.,72.0,80.0,0.0001,0.0,bg
2343,r7A-cfBq2Xw_360.0_510.0,Blonde girl talks in her car parked in a lot.,2.0,16.0,0.0,0.30434782608695654,bg
2343,r7A-cfBq2Xw_360.0_510.0,Blonde girl talks in her car parked in a lot.,68.0,76.0,0.0,0.0,bg
2343,r7A-cfBq2Xw_360.0_510.0,Blonde girl talks in her car parked in a lot.,100.0,106.0,0.0,0.0,bg
2343,r7A-cfBq2Xw_360.0_510.0,Blonde girl talks in her car parked in a lot.,20.0,60.0,0.0,0.43333333333333335,bg
2343,r7A-cfBq2Xw_360.0_510.0,Blonde girl talks in her car parked in a lot.,102.0,112.0,0.0,0.0,bg
2343,r7A-cfBq2Xw_360.0_510.0,Blonde girl talks in her car parked in a lot.,88.0,98.0,0.0,0.0,bg
5926,r7A-cfBq2Xw_60.0_210.0,Woman in parked car holds up a blue water bottle,0.0,22.0,0.9998,0.6363636363636364,fg
5926,r7A-cfBq2Xw_60.0_210.0,Woman in parked car holds up a blue water bottle,0.0,8.0,0.2076,0.5714285714285714,bg
5926,r7A-cfBq2Xw_60.0_210.0,Woman in parked car holds up a blue water bottle,20.0,28.0,0.0017,0.0,bg
5926,r7A-cfBq2Xw_60.0_210.0,Woman in parked car holds up a blue water bottle,0.0,144.0,0.0,0.09722222222222222,bg
5926,r7A-cfBq2Xw_60.0_210.0,Woman in parked car holds up a blue water bottle,110.0,118.0,0.0,0.0,bg
5926,r7A-cfBq2Xw_60.0_210.0,Woman in parked car holds up a blue water bottle,52.0,74.0,0.0,0.0,bg
5926,r7A-cfBq2Xw_60.0_210.0,Woman in parked car holds up a blue water bottle,78.0,110.0,0.0,0.0,bg
5926,r7A-cfBq2Xw_60.0_210.0,Woman in parked car holds up a blue water bottle,102.0,112.0,0.0,0.0,bg
5926,r7A-cfBq2Xw_60.0_210.0,Woman in parked car holds up a blue water bottle,34.0,46.0,0.0,0.0,bg
5926,r7A-cfBq2Xw_60.0_210.0,Woman in parked car holds up a blue water bottle,78.0,88.0,0.0,0.0,bg
9760,pA6Z-qYhSNg_60.0_210.0,"Different types of meat products are being cut, shaped and prepared.",22.0,46.0,0.9996,0.4375,fg
9760,pA6Z-qYhSNg_60.0_210.0,"Different types of meat products are being cut, shaped and prepared.",4.0,14.0,0.0004,0.0,bg
9760,pA6Z-qYhSNg_60.0_210.0,"Different types of meat products are being cut, shaped and prepared.",72.0,82.0,0.0,0.0,bg
9760,pA6Z-qYhSNg_60.0_210.0,"Different types of meat products are being cut, shaped and prepared.",40.0,52.0,0.0,0.5454545454545454,bg
9760,pA6Z-qYhSNg_60.0_210.0,"Different types of meat products are being cut, shaped and prepared.",38.0,48.0,0.0,0.45454545454545453,bg
9760,pA6Z-qYhSNg_60.0_210.0,"Different types of meat products are being cut, shaped and prepared.",104.0,122.0,0.0,0.0,bg
9760,pA6Z-qYhSNg_60.0_210.0,"Different types of meat products are being cut, shaped and prepared.",102.0,118.0,0.0,0.0,bg
9760,pA6Z-qYhSNg_60.0_210.0,"Different types of meat products are being cut, shaped and prepared.",62.0,72.0,0.0,0.0,bg
9760,pA6Z-qYhSNg_60.0_210.0,"Different types of meat products are being cut, shaped and prepared.",84.0,96.0,0.0,0.0,bg
9760,pA6Z-qYhSNg_60.0_210.0,"Different types of meat products are being cut, shaped and prepared.",44.0,82.0,0.0,0.2,bg
10029,pA6Z-qYhSNg_360.0_510.0,Man wearing sunglasses in interviewed next to a van.,90.0,114.0,0.9979,0.11764705882352941,fg
10029,pA6Z-qYhSNg_360.0_510.0,Man wearing sunglasses in interviewed next to a van.,18.0,30.0,0.9971,0.0,fg
10029,pA6Z-qYhSNg_360.0_510.0,Man wearing sunglasses in interviewed next to a van.,74.0,80.0,0.9469,0.0,fg
10029,pA6Z-qYhSNg_360.0_510.0,Man wearing sunglasses in interviewed next to a van.,118.0,126.0,0.933,0.375,fg
10029,pA6Z-qYhSNg_360.0_510.0,Man wearing sunglasses in interviewed next to a van.,4.0,10.0,0.8878,0.0,fg
10029,pA6Z-qYhSNg_360.0_510.0,Man wearing sunglasses in interviewed next to a van.,64.0,70.0,0.4124,0.0,bg
10029,pA6Z-qYhSNg_360.0_510.0,Man wearing sunglasses in interviewed next to a van.,30.0,38.0,0.0091,0.0,bg
10029,pA6Z-qYhSNg_360.0_510.0,Man wearing sunglasses in interviewed next to a van.,144.0,150.0,0.0004,0.0,bg
10029,pA6Z-qYhSNg_360.0_510.0,Man wearing sunglasses in interviewed next to a van.,80.0,88.0,0.0002,0.0,bg
10029,pA6Z-qYhSNg_360.0_510.0,Man wearing sunglasses in interviewed next to a van.,48.0,78.0,0.0,0.0,bg
10049,pA6Z-qYhSNg_210.0_360.0,Different Facebook posts on transgender bathrooms are shown.,88.0,118.0,0.9995,0.7333333333333333,fg
10049,pA6Z-qYhSNg_210.0_360.0,Different Facebook posts on transgender bathrooms are shown.,120.0,124.0,0.9955,0.0,fg
10049,pA6Z-qYhSNg_210.0_360.0,Different Facebook posts on transgender bathrooms are shown.,0.0,10.0,0.9835,0.0,fg
10049,pA6Z-qYhSNg_210.0_360.0,Different Facebook posts on transgender bathrooms are shown.,132.0,138.0,0.5644,0.0,fg
10049,pA6Z-qYhSNg_210.0_360.0,Different Facebook posts on transgender bathrooms are shown.,32.0,40.0,0.0137,0.0,bg
10049,pA6Z-qYhSNg_210.0_360.0,Different Facebook posts on transgender bathrooms are shown.,92.0,100.0,0.0024,0.15384615384615385,bg
10049,pA6Z-qYhSNg_210.0_360.0,Different Facebook posts on transgender bathrooms are shown.,46.0,58.0,0.0019,0.0,bg
10049,pA6Z-qYhSNg_210.0_360.0,Different Facebook posts on transgender bathrooms are shown.,82.0,92.0,0.0001,0.0,bg
10049,pA6Z-qYhSNg_210.0_360.0,Different Facebook posts on transgender bathrooms are shown.,32.0,40.0,0.0,0.0,bg
10049,pA6Z-qYhSNg_210.0_360.0,Different Facebook posts on transgender bathrooms are shown.,78.0,110.0,0.0,0.35,bg
1872,zVwsEVwS8Kw_210.0_360.0,Some friends have a birthday meal together around a large table at a restaurant.,124.0,150.0,0.9997,0.38461538461538464,fg
