qid,vid,query,pred_start,pred_end,conf,iou,category,category_detail
3411,WtAOsyldvJk_210.0_360.0,A girl doing a hotel room doors,2.0,130.0,0.0006,0.927536231884058,bg,bg_missed_hit
9651,atDm_Gamcqo_210.0_360.0,A video showing people in the desert,0.0,138.0,0.1158,0.927536231884058,bg,bg_missed_hit
2429,Y2GVVC_cD_E_360.0_510.0,White man giving interview  at beautiful location,2.0,136.0,0.0018,0.9264705882352942,bg,bg_missed_hit
7066,3Bk5MJEo2EA_510.0_660.0,Vlogger walks past the desert counter.,50.0,74.0,0.0001,0.9230769230769231,bg,bg_missed_hit
210,cLvULsyPH4E_60.0_210.0,Mother does her daughter's hair and makeup.,60.0,86.0,0.0002,0.9230769230769231,bg,bg_missed_hit
8396,xQ5SY0ZDXZs_510.0_660.0,A man is driving fast on the motorway on the bike.,94.0,146.0,0.0087,0.9230769230769231,bg,bg_missed_hit
4792,8yHwJ3f7Fi4_60.0_210.0,A young Asian couple sharing wired earplug headphones,56.0,82.0,0.4562,0.9230769230769231,bg,bg_missed_hit
2518,t83PFfp4TFA_360.0_510.0,People getting in mall in South India,56.0,132.0,0.3374,0.9210526315789473,bg,bg_missed_hit
3525,YIUaJzjNPuo_210.0_360.0,A girl doing a selfie video in her night dress,58.0,80.0,0.0003,0.9166666666666666,bg,bg_missed_hit
9985,4G9S-eoLgX4_360.0_510.0,Soldiers are escorting people walking down a dirt road.,128.0,150.0,0.1567,0.9166666666666666,bg,bg_missed_hit
3857,9Xzrtwiint4_60.0_210.0,Asian girl girl vlogs in front of her bed.,0.0,64.0,0.1418,0.9142857142857143,bg,bg_missed_hit
8813,6gmGISTKDPw_510.0_660.0,A female driver speaks as her vehicle is in motion.,0.0,106.0,0.0137,0.9137931034482759,bg,bg_missed_hit
9634,W9px1LFMICg_360.0_510.0,Man talks to camera and writes on the white board.,12.0,148.0,0.0445,0.9066666666666666,bg,bg_missed_hit
10117,NzyjaMWxNrU_360.0_510.0,MAn with black overcoat stands in front of a tower at night.,12.0,110.0,0.0006,0.9056603773584906,bg,bg_missed_hit
7830,X3B-d-QsWXY_60.0_210.0,The driver of a rickshaw is explaining something about the location to a rider.,66.0,108.0,0.0003,0.9047619047619048,bg,bg_missed_hit
7234,xQ5SY0ZDXZs_660.0_810.0,Dash cam view of  motorcycle parked at a crosswalk.,110.0,148.0,0.0076,0.9047619047619048,bg,bg_missed_hit
