qid,vid,query,pred_start,pred_end,conf,iou,category
2638,bP5KfdFJzC4_60.0_210.0,Woman in plaid shirt sits still by a red couch.,20.0,74.0,0.0001,0.7297297297297297,bg
2638,bP5KfdFJzC4_60.0_210.0,Woman in plaid shirt sits still by a red couch.,116.0,134.0,0.0,0.2727272727272727,bg
2638,bP5KfdFJzC4_60.0_210.0,Woman in plaid shirt sits still by a red couch.,96.0,112.0,0.0,0.24242424242424243,bg
2638,bP5KfdFJzC4_60.0_210.0,Woman in plaid shirt sits still by a red couch.,76.0,90.0,0.0,0.21212121212121213,bg
2638,bP5KfdFJzC4_60.0_210.0,Woman in plaid shirt sits still by a red couch.,62.0,72.0,0.0,0.13513513513513514,bg
2638,bP5KfdFJzC4_60.0_210.0,Woman in plaid shirt sits still by a red couch.,64.0,78.0,0.0,0.1282051282051282,bg
5979,bP5KfdFJzC4_210.0_360.0,A video showing how to prepare a dish with beans,52.0,148.0,0.9996,0.8076923076923077,fg
5979,bP5KfdFJzC4_210.0_360.0,A video showing how to prepare a dish with beans,0.0,148.0,0.0286,0.6216216216216216,bg
5979,bP5KfdFJzC4_210.0_360.0,A video showing how to prepare a dish with beans,52.0,74.0,0.0166,0.2391304347826087,bg
5979,bP5KfdFJzC4_210.0_360.0,A video showing how to prepare a dish with beans,30.0,36.0,0.0152,0.0,bg
5979,bP5KfdFJzC4_210.0_360.0,A video showing how to prepare a dish with beans,52.0,58.0,0.0091,0.06521739130434782,bg
5979,bP5KfdFJzC4_210.0_360.0,A video showing how to prepare a dish with beans,60.0,94.0,0.0085,0.3695652173913043,bg
5979,bP5KfdFJzC4_210.0_360.0,A video showing how to prepare a dish with beans,4.0,10.0,0.0054,0.0,bg
5979,bP5KfdFJzC4_210.0_360.0,A video showing how to prepare a dish with beans,144.0,150.0,0.0009,0.0,bg
5979,bP5KfdFJzC4_210.0_360.0,A video showing how to prepare a dish with beans,96.0,100.0,0.0008,0.043478260869565216,bg
5979,bP5KfdFJzC4_210.0_360.0,A video showing how to prepare a dish with beans,110.0,136.0,0.0003,0.2826086956521739,bg
6223,bP5KfdFJzC4_360.0_510.0,A woman in plaid black and white is showing images to her kid on her laptop,38.0,94.0,0.9965,0.5714285714285714,fg
6223,bP5KfdFJzC4_360.0_510.0,A woman in plaid black and white is showing images to her kid on her laptop,54.0,112.0,0.3299,0.5294117647058824,bg
6223,bP5KfdFJzC4_360.0_510.0,A woman in plaid black and white is showing images to her kid on her laptop,22.0,50.0,0.018,0.2857142857142857,bg
6223,bP5KfdFJzC4_360.0_510.0,A woman in plaid black and white is showing images to her kid on her laptop,82.0,98.0,0.0056,0.16326530612244897,bg
6223,bP5KfdFJzC4_360.0_510.0,A woman in plaid black and white is showing images to her kid on her laptop,36.0,64.0,0.0037,0.2857142857142857,bg
6223,bP5KfdFJzC4_360.0_510.0,A woman in plaid black and white is showing images to her kid on her laptop,110.0,128.0,0.0029,0.0,bg
6223,bP5KfdFJzC4_360.0_510.0,A woman in plaid black and white is showing images to her kid on her laptop,32.0,40.0,0.0022,0.08163265306122448,bg
6223,bP5KfdFJzC4_360.0_510.0,A woman in plaid black and white is showing images to her kid on her laptop,8.0,24.0,0.0012,0.14,bg
6223,bP5KfdFJzC4_360.0_510.0,A woman in plaid black and white is showing images to her kid on her laptop,130.0,148.0,0.0006,0.0,bg
6223,bP5KfdFJzC4_360.0_510.0,A woman in plaid black and white is showing images to her kid on her laptop,62.0,134.0,0.0004,0.3709677419354839,bg
8737,bP5KfdFJzC4_660.0_810.0,A family is playing basketball together on a green court outside.,0.0,40.0,0.9998,0.4,fg
8737,bP5KfdFJzC4_660.0_810.0,A family is playing basketball together on a green court outside.,32.0,38.0,0.0011,0.0,bg
8737,bP5KfdFJzC4_660.0_810.0,A family is playing basketball together on a green court outside.,2.0,8.0,0.0004,0.375,bg
8737,bP5KfdFJzC4_660.0_810.0,A family is playing basketball together on a green court outside.,56.0,60.0,0.0002,0.0,bg
8737,bP5KfdFJzC4_660.0_810.0,A family is playing basketball together on a green court outside.,64.0,68.0,0.0002,0.0,bg
8737,bP5KfdFJzC4_660.0_810.0,A family is playing basketball together on a green court outside.,34.0,38.0,0.0001,0.0,bg
8737,bP5KfdFJzC4_660.0_810.0,A family is playing basketball together on a green court outside.,78.0,86.0,0.0001,0.0,bg
8737,bP5KfdFJzC4_660.0_810.0,A family is playing basketball together on a green court outside.,76.0,86.0,0.0001,0.0,bg
8737,bP5KfdFJzC4_660.0_810.0,A family is playing basketball together on a green court outside.,94.0,104.0,0.0001,0.0,bg
8737,bP5KfdFJzC4_660.0_810.0,A family is playing basketball together on a green court outside.,48.0,86.0,0.0,0.0,bg
8783,bP5KfdFJzC4_510.0_660.0,A kid in blue hoodie is sitting with a paper in front of him and then he starts to writing on the paper,30.0,148.0,0.9983,0.7702702702702703,fg
8783,bP5KfdFJzC4_510.0_660.0,A kid in blue hoodie is sitting with a paper in front of him and then he starts to writing on the paper,10.0,94.0,0.1717,0.5833333333333334,bg
8783,bP5KfdFJzC4_510.0_660.0,A kid in blue hoodie is sitting with a paper in front of him and then he starts to writing on the paper,142.0,148.0,0.0363,0.013513513513513514,bg
8783,bP5KfdFJzC4_510.0_660.0,A kid in blue hoodie is sitting with a paper in front of him and then he starts to writing on the paper,4.0,14.0,0.0026,0.06944444444444445,bg
8783,bP5KfdFJzC4_510.0_660.0,A kid in blue hoodie is sitting with a paper in front of him and then he starts to writing on the paper,38.0,110.0,0.0013,0.5,bg
8783,bP5KfdFJzC4_510.0_660.0,A kid in blue hoodie is sitting with a paper in front of him and then he starts to writing on the paper,102.0,130.0,0.0004,0.19444444444444445,bg
8783,bP5KfdFJzC4_510.0_660.0,A kid in blue hoodie is sitting with a paper in front of him and then he starts to writing on the paper,92.0,100.0,0.0002,0.05555555555555555,bg
8783,bP5KfdFJzC4_510.0_660.0,A kid in blue hoodie is sitting with a paper in front of him and then he starts to writing on the paper,38.0,44.0,0.0001,0.041666666666666664,bg
8783,bP5KfdFJzC4_510.0_660.0,A kid in blue hoodie is sitting with a paper in front of him and then he starts to writing on the paper,68.0,84.0,0.0001,0.1111111111111111,bg
8783,bP5KfdFJzC4_510.0_660.0,A kid in blue hoodie is sitting with a paper in front of him and then he starts to writing on the paper,48.0,68.0,0.0,0.1388888888888889,bg
781,nY42UppPhhg_60.0_210.0,Man talks to the camera while fiddling with his mask.,0.0,20.0,0.9713,0.7,fg
781,nY42UppPhhg_60.0_210.0,Man talks to the camera while fiddling with his mask.,132.0,150.0,0.7731,0.0,fg
781,nY42UppPhhg_60.0_210.0,Man talks to the camera while fiddling with his mask.,70.0,88.0,0.0129,0.0,bg
781,nY42UppPhhg_60.0_210.0,Man talks to the camera while fiddling with his mask.,110.0,124.0,0.0022,0.0,bg
781,nY42UppPhhg_60.0_210.0,Man talks to the camera while fiddling with his mask.,52.0,66.0,0.0013,0.0,bg
781,nY42UppPhhg_60.0_210.0,Man talks to the camera while fiddling with his mask.,100.0,106.0,0.001,0.0,bg
781,nY42UppPhhg_60.0_210.0,Man talks to the camera while fiddling with his mask.,48.0,138.0,0.0006,0.0,bg
781,nY42UppPhhg_60.0_210.0,Man talks to the camera while fiddling with his mask.,30.0,36.0,0.0004,0.0,bg
781,nY42UppPhhg_60.0_210.0,Man talks to the camera while fiddling with his mask.,0.0,10.0,0.0003,0.2,bg
781,nY42UppPhhg_60.0_210.0,Man talks to the camera while fiddling with his mask.,142.0,150.0,0.0003,0.0,bg
3359,nY42UppPhhg_210.0_360.0,Man wears a bandana around his face while out and about.,46.0,70.0,0.9987,0.6428571428571429,fg
3359,nY42UppPhhg_210.0_360.0,Man wears a bandana around his face while out and about.,78.0,88.0,0.9631,0.2857142857142857,fg
3359,nY42UppPhhg_210.0_360.0,Man wears a bandana around his face while out and about.,16.0,24.0,0.8842,0.0,fg
3359,nY42UppPhhg_210.0_360.0,Man wears a bandana around his face while out and about.,0.0,4.0,0.6822,0.5,fg
3359,nY42UppPhhg_210.0_360.0,Man wears a bandana around his face while out and about.,90.0,94.0,0.425,0.2,bg
3359,nY42UppPhhg_210.0_360.0,Man wears a bandana around his face while out and about.,36.0,40.0,0.1421,0.0,bg
3359,nY42UppPhhg_210.0_360.0,Man wears a bandana around his face while out and about.,86.0,90.0,0.0346,0.5,bg
3359,nY42UppPhhg_210.0_360.0,Man wears a bandana around his face while out and about.,136.0,140.0,0.0017,0.0,bg
3359,nY42UppPhhg_210.0_360.0,Man wears a bandana around his face while out and about.,112.0,118.0,0.0006,0.0,bg
3359,nY42UppPhhg_210.0_360.0,Man wears a bandana around his face while out and about.,78.0,126.0,0.0002,0.16666666666666666,bg
3503,nY42UppPhhg_360.0_510.0,A man talking from a beach,56.0,94.0,0.9962,0.7619047619047619,fg
3503,nY42UppPhhg_360.0_510.0,A man talking from a beach,132.0,140.0,0.4712,0.0,bg
3503,nY42UppPhhg_360.0_510.0,A man talking from a beach,0.0,36.0,0.0461,0.0,bg
3503,nY42UppPhhg_360.0_510.0,A man talking from a beach,146.0,150.0,0.0257,0.0,bg
3503,nY42UppPhhg_360.0_510.0,A man talking from a beach,96.0,100.0,0.0062,0.5,bg
3503,nY42UppPhhg_360.0_510.0,A man talking from a beach,8.0,136.0,0.0037,0.28125,bg
3503,nY42UppPhhg_360.0_510.0,A man talking from a beach,106.0,114.0,0.0035,0.0,bg
3503,nY42UppPhhg_360.0_510.0,A man talking from a beach,0.0,8.0,0.0012,0.0,bg
3503,nY42UppPhhg_360.0_510.0,A man talking from a beach,46.0,50.0,0.0002,0.0,bg
3503,nY42UppPhhg_360.0_510.0,A man talking from a beach,62.0,70.0,0.0001,0.2222222222222222,bg
4625,RoripwjYFp8_210.0_360.0,A woman wearing glasses eating something at a street market,32.0,64.0,0.9952,0.875,fg
4625,RoripwjYFp8_210.0_360.0,A woman wearing glasses eating something at a street market,0.0,16.0,0.9812,0.0,fg
4625,RoripwjYFp8_210.0_360.0,A woman wearing glasses eating something at a street market,0.0,8.0,0.7925,0.0,fg
4625,RoripwjYFp8_210.0_360.0,A woman wearing glasses eating something at a street market,72.0,78.0,0.021,0.0,bg
4625,RoripwjYFp8_210.0_360.0,A woman wearing glasses eating something at a street market,132.0,150.0,0.0122,0.0,bg
4625,RoripwjYFp8_210.0_360.0,A woman wearing glasses eating something at a street market,26.0,32.0,0.0092,0.0,bg
4625,RoripwjYFp8_210.0_360.0,A woman wearing glasses eating something at a street market,144.0,150.0,0.0041,0.0,bg
4625,RoripwjYFp8_210.0_360.0,A woman wearing glasses eating something at a street market,86.0,90.0,0.004,0.0,bg
4625,RoripwjYFp8_210.0_360.0,A woman wearing glasses eating something at a street market,42.0,144.0,0.0026,0.18181818181818182,bg
4625,RoripwjYFp8_210.0_360.0,A woman wearing glasses eating something at a street market,108.0,116.0,0.0008,0.0,bg
7803,RoripwjYFp8_360.0_510.0,Man in gray top walks from outside to inside.,22.0,56.0,0.9998,0.5882352941176471,fg
7803,RoripwjYFp8_360.0_510.0,Man in gray top walks from outside to inside.,130.0,142.0,0.0275,0.0,bg
7803,RoripwjYFp8_360.0_510.0,Man in gray top walks from outside to inside.,8.0,14.0,0.0263,0.0,bg
7803,RoripwjYFp8_360.0_510.0,Man in gray top walks from outside to inside.,146.0,150.0,0.0141,0.0,bg
7803,RoripwjYFp8_360.0_510.0,Man in gray top walks from outside to inside.,84.0,88.0,0.008,0.0,bg
7803,RoripwjYFp8_360.0_510.0,Man in gray top walks from outside to inside.,72.0,78.0,0.0029,0.0,bg
7803,RoripwjYFp8_360.0_510.0,Man in gray top walks from outside to inside.,40.0,44.0,0.0006,0.2,bg
7803,RoripwjYFp8_360.0_510.0,Man in gray top walks from outside to inside.,50.0,54.0,0.0005,0.0,bg
7803,RoripwjYFp8_360.0_510.0,Man in gray top walks from outside to inside.,108.0,114.0,0.0005,0.0,bg
7803,RoripwjYFp8_360.0_510.0,Man in gray top walks from outside to inside.,54.0,126.0,0.0003,0.0,bg
8056,RoripwjYFp8_60.0_210.0,Chef makes pizza and cuts it up.,108.0,124.0,0.9895,0.7777777777777778,fg
8056,RoripwjYFp8_60.0_210.0,Chef makes pizza and cuts it up.,48.0,68.0,0.8425,0.0,fg
8056,RoripwjYFp8_60.0_210.0,Chef makes pizza and cuts it up.,124.0,136.0,0.5521,0.0,fg
8056,RoripwjYFp8_60.0_210.0,Chef makes pizza and cuts it up.,144.0,150.0,0.0079,0.0,bg
8056,RoripwjYFp8_60.0_210.0,Chef makes pizza and cuts it up.,38.0,52.0,0.0062,0.0,bg
8056,RoripwjYFp8_60.0_210.0,Chef makes pizza and cuts it up.,76.0,80.0,0.0019,0.0,bg
8056,RoripwjYFp8_60.0_210.0,Chef makes pizza and cuts it up.,40.0,46.0,0.0014,0.0,bg
8056,RoripwjYFp8_60.0_210.0,Chef makes pizza and cuts it up.,94.0,98.0,0.0008,0.0,bg
8056,RoripwjYFp8_60.0_210.0,Chef makes pizza and cuts it up.,4.0,16.0,0.0001,0.0,bg
8056,RoripwjYFp8_60.0_210.0,Chef makes pizza and cuts it up.,44.0,98.0,0.0001,0.0,bg
2321,r7A-cfBq2Xw_210.0_360.0,A girl opening post office mails in a car,58.0,84.0,0.9981,0.52,fg
2321,r7A-cfBq2Xw_210.0_360.0,A girl opening post office mails in a car,16.0,138.0,0.0106,0.4098360655737705,bg
2321,r7A-cfBq2Xw_210.0_360.0,A girl opening post office mails in a car,18.0,34.0,0.0005,0.0,bg
2321,r7A-cfBq2Xw_210.0_360.0,A girl opening post office mails in a car,112.0,144.0,0.0005,0.0,bg
2321,r7A-cfBq2Xw_210.0_360.0,A girl opening post office mails in a car,80.0,88.0,0.0003,0.16,bg
2321,r7A-cfBq2Xw_210.0_360.0,A girl opening post office mails in a car,6.0,18.0,0.0002,0.0,bg
2321,r7A-cfBq2Xw_210.0_360.0,A girl opening post office mails in a car,56.0,70.0,0.0002,0.28,bg
2321,r7A-cfBq2Xw_210.0_360.0,A girl opening post office mails in a car,84.0,112.0,0.0002,0.08333333333333333,bg
2321,r7A-cfBq2Xw_210.0_360.0,A girl opening post office mails in a car,124.0,148.0,0.0001,0.0,bg
2321,r7A-cfBq2Xw_210.0_360.0,A girl opening post office mails in a car,46.0,52.0,0.0001,0.12,bg
2343,r7A-cfBq2Xw_360.0_510.0,Blonde girl talks in her car parked in a lot.,0.0,44.0,0.9997,0.9565217391304348,fg
2343,r7A-cfBq2Xw_360.0_510.0,Blonde girl talks in her car parked in a lot.,46.0,58.0,0.0151,0.0,bg
2343,r7A-cfBq2Xw_360.0_510.0,Blonde girl talks in her car parked in a lot.,82.0,86.0,0.0004,0.0,bg
2343,r7A-cfBq2Xw_360.0_510.0,Blonde girl talks in her car parked in a lot.,106.0,114.0,0.0002,0.0,bg
2343,r7A-cfBq2Xw_360.0_510.0,Blonde girl talks in her car parked in a lot.,4.0,14.0,0.0002,0.21739130434782608,bg
2343,r7A-cfBq2Xw_360.0_510.0,Blonde girl talks in her car parked in a lot.,122.0,130.0,0.0001,0.0,bg
2343,r7A-cfBq2Xw_360.0_510.0,Blonde girl talks in her car parked in a lot.,98.0,108.0,0.0001,0.0,bg
2343,r7A-cfBq2Xw_360.0_510.0,Blonde girl talks in her car parked in a lot.,68.0,76.0,0.0001,0.0,bg
2343,r7A-cfBq2Xw_360.0_510.0,Blonde girl talks in her car parked in a lot.,40.0,46.0,0.0001,0.13043478260869565,bg
2343,r7A-cfBq2Xw_360.0_510.0,Blonde girl talks in her car parked in a lot.,60.0,98.0,0.0,0.0,bg
5926,r7A-cfBq2Xw_60.0_210.0,Woman in parked car holds up a blue water bottle,0.0,150.0,0.9992,0.09333333333333334,fg
5926,r7A-cfBq2Xw_60.0_210.0,Woman in parked car holds up a blue water bottle,134.0,150.0,0.652,0.0,fg
5926,r7A-cfBq2Xw_60.0_210.0,Woman in parked car holds up a blue water bottle,0.0,26.0,0.1249,0.5384615384615384,bg
5926,r7A-cfBq2Xw_60.0_210.0,Woman in parked car holds up a blue water bottle,146.0,150.0,0.0829,0.0,bg
5926,r7A-cfBq2Xw_60.0_210.0,Woman in parked car holds up a blue water bottle,0.0,10.0,0.0297,0.7142857142857143,bg
5926,r7A-cfBq2Xw_60.0_210.0,Woman in parked car holds up a blue water bottle,102.0,146.0,0.013,0.0,bg
5926,r7A-cfBq2Xw_60.0_210.0,Woman in parked car holds up a blue water bottle,116.0,122.0,0.0009,0.0,bg
5926,r7A-cfBq2Xw_60.0_210.0,Woman in parked car holds up a blue water bottle,38.0,44.0,0.0001,0.0,bg
5926,r7A-cfBq2Xw_60.0_210.0,Woman in parked car holds up a blue water bottle,86.0,98.0,0.0,0.0,bg
5926,r7A-cfBq2Xw_60.0_210.0,Woman in parked car holds up a blue water bottle,54.0,66.0,0.0,0.0,bg
9760,pA6Z-qYhSNg_60.0_210.0,"Different types of meat products are being cut, shaped and prepared.",32.0,48.0,0.9975,0.7272727272727273,fg
9760,pA6Z-qYhSNg_60.0_210.0,"Different types of meat products are being cut, shaped and prepared.",40.0,52.0,0.7636,0.5454545454545454,fg
9760,pA6Z-qYhSNg_60.0_210.0,"Different types of meat products are being cut, shaped and prepared.",36.0,40.0,0.0147,0.18181818181818182,bg
9760,pA6Z-qYhSNg_60.0_210.0,"Different types of meat products are being cut, shaped and prepared.",8.0,16.0,0.0023,0.0,bg
9760,pA6Z-qYhSNg_60.0_210.0,"Different types of meat products are being cut, shaped and prepared.",58.0,64.0,0.0011,0.0,bg
9760,pA6Z-qYhSNg_60.0_210.0,"Different types of meat products are being cut, shaped and prepared.",76.0,84.0,0.0002,0.0,bg
9760,pA6Z-qYhSNg_60.0_210.0,"Different types of meat products are being cut, shaped and prepared.",96.0,102.0,0.0002,0.0,bg
9760,pA6Z-qYhSNg_60.0_210.0,"Different types of meat products are being cut, shaped and prepared.",66.0,120.0,0.0001,0.0,bg
9760,pA6Z-qYhSNg_60.0_210.0,"Different types of meat products are being cut, shaped and prepared.",106.0,118.0,0.0001,0.0,bg
9760,pA6Z-qYhSNg_60.0_210.0,"Different types of meat products are being cut, shaped and prepared.",124.0,144.0,0.0001,0.0,bg
10029,pA6Z-qYhSNg_360.0_510.0,Man wearing sunglasses in interviewed next to a van.,72.0,104.0,0.9993,0.0,fg
10029,pA6Z-qYhSNg_360.0_510.0,Man wearing sunglasses in interviewed next to a van.,12.0,20.0,0.9702,0.0,fg
10029,pA6Z-qYhSNg_360.0_510.0,Man wearing sunglasses in interviewed next to a van.,94.0,106.0,0.8605,0.0,fg
10029,pA6Z-qYhSNg_360.0_510.0,Man wearing sunglasses in interviewed next to a van.,24.0,30.0,0.8566,0.0,fg
10029,pA6Z-qYhSNg_360.0_510.0,Man wearing sunglasses in interviewed next to a van.,2.0,8.0,0.7582,0.0,fg
10029,pA6Z-qYhSNg_360.0_510.0,Man wearing sunglasses in interviewed next to a van.,66.0,70.0,0.0961,0.0,bg
10029,pA6Z-qYhSNg_360.0_510.0,Man wearing sunglasses in interviewed next to a van.,116.0,122.0,0.0079,0.42857142857142855,bg
10029,pA6Z-qYhSNg_360.0_510.0,Man wearing sunglasses in interviewed next to a van.,94.0,98.0,0.0019,0.0,bg
10029,pA6Z-qYhSNg_360.0_510.0,Man wearing sunglasses in interviewed next to a van.,132.0,138.0,0.0011,0.0,bg
10029,pA6Z-qYhSNg_360.0_510.0,Man wearing sunglasses in interviewed next to a van.,56.0,108.0,0.0001,0.0,bg
10049,pA6Z-qYhSNg_210.0_360.0,Different Facebook posts on transgender bathrooms are shown.,90.0,116.0,0.9974,0.7142857142857143,fg
10049,pA6Z-qYhSNg_210.0_360.0,Different Facebook posts on transgender bathrooms are shown.,0.0,12.0,0.9871,0.0,fg
10049,pA6Z-qYhSNg_210.0_360.0,Different Facebook posts on transgender bathrooms are shown.,0.0,6.0,0.8745,0.0,fg
10049,pA6Z-qYhSNg_210.0_360.0,Different Facebook posts on transgender bathrooms are shown.,122.0,128.0,0.839,0.0,fg
10049,pA6Z-qYhSNg_210.0_360.0,Different Facebook posts on transgender bathrooms are shown.,48.0,54.0,0.7108,0.0,fg
10049,pA6Z-qYhSNg_210.0_360.0,Different Facebook posts on transgender bathrooms are shown.,32.0,36.0,0.4576,0.0,bg
10049,pA6Z-qYhSNg_210.0_360.0,Different Facebook posts on transgender bathrooms are shown.,88.0,92.0,0.0637,0.0,bg
10049,pA6Z-qYhSNg_210.0_360.0,Different Facebook posts on transgender bathrooms are shown.,142.0,148.0,0.056,0.0,bg
10049,pA6Z-qYhSNg_210.0_360.0,Different Facebook posts on transgender bathrooms are shown.,96.0,100.0,0.0099,0.18181818181818182,bg
