qid,vid,query,pred_start,pred_end,conf,iou,category,category_detail
8792,AVErftnrqwY_510.0_660.0,a man holding a coffee mug.,0.0,14.0,0.9998,0.0,fg,fg_confident_wrong
9284,J4pIK7YehhQ_60.0_210.0,A fireman is standing on site reporting the situation on the ground near a firetruck on a road.,4.0,30.0,0.9998,0.0,fg,fg_confident_wrong
4080,BVRBR8LSk9w_60.0_210.0,Brunette woman walks through a lobby with a woman with a hood.,0.0,36.0,0.9998,0.0,fg,fg_confident_wrong
4203,ZxHh_2YdmT4_360.0_510.0,The vlogger shows a beach with no people.,0.0,50.0,0.9998,0.0,fg,fg_confident_wrong
5217,pmGyw055pQg_360.0_510.0,Vlogger goes shopping for plants.,18.0,114.0,0.9998,0.0,fg,fg_confident_wrong
8450,pmGyw055pQg_660.0_810.0,Shoes are lined up on the floor.,0.0,24.0,0.9998,0.0,fg,fg_confident_wrong
1260,cL8ouoEZtKM_360.0_510.0,Man with backpack sets up a tripod.,4.0,20.0,0.9998,0.0,fg,fg_confident_wrong
5671,hWr2e0vQaLA_210.0_360.0,Man with backpacks walks down a dirt road.,86.0,118.0,0.9998,0.0,fg,fg_confident_wrong
32,XcJPd4NhhCs_360.0_510.0,Woman is stirring and eating her oatmeal.,130.0,146.0,0.9998,0.0,fg,fg_confident_wrong
2205,P1iT-STRbYo_360.0_510.0,A lady rented a Scooty for her travel  to Auroville,14.0,48.0,0.9998,0.0,fg,fg_confident_wrong
1555,a6NmGMEsCWM_210.0_360.0,The two women are walking outdoors while chatting.,114.0,138.0,0.9998,0.0,fg,fg_confident_wrong
5986,cpkXphR7tVo_60.0_210.0,A young woman shows her kitchen and starts preparing grapefruit water,126.0,150.0,0.9998,0.0,fg,fg_confident_wrong
8401,hoalP6K54Tk_660.0_810.0,A woman and a man ate a cake that she just baked.,126.0,150.0,0.9997,0.0,fg,fg_confident_wrong
9779,HpLaAf1xhRA_60.0_210.0,People are injured in the back of trucks.,10.0,20.0,0.9997,0.0,fg,fg_confident_wrong
8747,jdQ_zQJD0I4_660.0_810.0,A birthday is being celebrated in a club tinted with purple lighting.,24.0,38.0,0.9997,0.0,fg,fg_confident_wrong
